PAA Title,Parent,Text,URL,URL Title
Wann die Ehe aufgeben?,Wann macht eine Paartherapie keinen Sinn mehr?,"Wann es besser ist sich zu trennen    Dies ist immer der Fall, wenn Gewalt gegen die eigene Person oder die Kinder im Spiel ist, egal ob diese physischer oder psychischer Natur ist. Wenn die Beziehung toxisch und verletzend ist, muss man seine Ehe nicht retten (wollen). 26 Mar 2022","https://www.familie.de/familienleben/ehe-retten-tipps-fuer-eltern-in-der-krise/#:~:text=Wann%20es%20besser%20ist%20sich%20zu%20trennen,-W%C3%A4hrend%20es%20gute&text=Dies%20ist%20immer%20der%20Fall,Ehe%20nicht%20retten%20(wollen).",Ehe retten: 11 Tipps und 5 Gründe eure Beziehung zu retten - Familie.de
Kann man Liebe wieder aufbauen?,Wann macht eine Paartherapie keinen Sinn mehr?,"Denn auch wenn die Liebe gelitten hat, kann sie wiederaufleben. Wenn die Chemie oder die Basis stimmt, ist es nämlich durchaus möglich, sich mit jemandem neu einzulassen. Der Liebe noch eine Chance geben und neu füreinander entdecken, ja, das kann funktionieren. Herzaubern kann die Flamme aber niemand. 16 May 2018","https://www.cosmopolitan.de/trennen-oder-bleiben-kann-man-lernen-jemanden-wieder-zu-lieben-83070.html#:~:text=Denn%20auch%20wenn%20die%20Liebe,kann%20die%20Flamme%20aber%20niemand.","Trennen oder bleiben: Kann man lernen, jemanden wieder zu lieben?"
Wann ist es richtig sich zu trennen?,Wie viel kostet eine Eheberatung?,"   Wer gar keine positiven Gefühle mehr für den Partner übrig hat, der sollte sich trennen. Denn ohne Liebe macht eine Beziehung keinen Sinn und ohne positive Gefühle füreinander ist es schwer, die Liebe wieder aufleben zu lassen.","https://www.trennung.de/trennungsgruende.html#:~:text=Wer%20gar%20keine%20positiven%20Gef%C3%BChle,Liebe%20wieder%20aufleben%20zu%20lassen.",TRENNUNGSGRÜNDE – Soll ich mich trennen? - TRENNUNG.de
Welche Krankenkasse zahlt Paartherapie?,Wie viel kostet eine Eheberatung?,"Da Paar- und Familientherapie nicht zur Psychotherapie zählen, werden die Kosten auch nicht von den gesetzlichen oder privaten Krankenkassen übernommen.","https://www.therapie.de/psyche/info/fragen/wichtigste-fragen/paartherapie-familientherapie/#:~:text=Da%20Paar%2D%20und%20Familientherapie%20nicht,gesetzlichen%20oder%20privaten%20Krankenkassen%20%C3%BCbernommen.",Kostenübernahme bei Paartherapie / Familientherapie - Therapie.de
Kann man alleine zur Eheberatung?,Wie viel kostet eine Eheberatung?,"Eine Paartherapie alleine bietet dir einen sicheren Rahmen, um deine Bedürfnisse zu platzieren und kann auch bei möglichen Entscheidungsprozessen helfen - und ist manchmal sogar ein Akt der Selbstliebe. 2. Du kannst selbst ins Tun kommen und fühlst dich nicht mehr hilflos und alleine. 24 Jul 2020","https://lovemoves.de/paartherapie-blog/paartherapie-ueberreden-allein#:~:text=Eine%20Paartherapie%20alleine%20bietet%20dir,nicht%20mehr%20hilflos%20und%20alleine.",Soll ich meine bessere Hälfte zur Paartherapie überreden oder lieber ...
Wie kann man wieder zueinander finden?,Kann eine Eheberatung wirklich helfen?,Diese Tipps können helfen: Entspanne dich! ...  Seid mal wieder gut zueinander! ...  Macht mal etwas anderes! ...  Habt mal spontan Sex! ...  Unternimm öfter etwas alleine! ...  Mache den Zufriedenheits-Test! ...  Führt öfter 2+2-Gespräche! ...  Schafft euch eine gemeinsame Vision! More items... • 23 Jan 2023,https://www.womenshealth.de/love/partnerschaft/beziehung-auffrischen-mit-einfachen-tipps/,Beziehung retten: 9 Tipps | WOMEN'S HEALTH
Wie oft muss man zur Paartherapie?,Kann eine Eheberatung wirklich helfen?,"Behandlungsdauer von Paarberatung im Durchschnitt    10 % der Paare profitieren bei 1–2 Paarterminen. 50 % der Paare nutzen etwa sechs Sitzungen, um sich als Paar näherzukommen und die Veränderungen in der Beziehung weiterzuführen.","https://www.paarberatung-in-berlin.de/faqs/dauer-paartherapie-eheberatung#:~:text=Behandlungsdauer%20von%20Paarberatung%20im%20Durchschnitt,Ver%C3%A4nderungen%20in%20der%20Beziehung%20weiterzuf%C3%BChren.",Wie lang dauert eine Paartherapie? - Paarberatung in Berlin
Wie viele Sitzungen Paartherapie?,Für wen ist eine Paartherapie sinnvoll?,Eine Paartherapie ist eine auf kurze Zeit ausgerichtete Therapiemaßnahme. Viele Paare berichten über eine deutliche Besserung ihrer Beziehung nach 2-3 Sitzungen und beenden die Paartherapie meist nach 5-6 Sitzungen.,"https://www.einxzwei-paartherapie.de/ihr-termin/ablauf-einer-paartherapie/#:~:text=Dauer%20der%20Paartherapie-,Eine%20Paartherapie%20ist%20eine%20auf%20kurze%20Zeit%20ausgerichtete%20Therapiema%C3%9Fnahme.,meist%20nach%205%2D6%20Sitzungen.","Ablauf, Dauer und Inhalt der Paartherapie"
Wie wirksam ist eine Paartherapie?,Für wen ist eine Paartherapie sinnvoll?,"Paartherapie konnte in vielen Studien zeigen, dass sie zu einer Verringerung der Trennungsrate beitragen kann (Roesler 2018a, 2018b). 70 % der Paare erfahren nach einer Paartherapie eine signifikante Verbesserung. Allerdings ist dieser Effekt nur bei 40 % der Paare auch noch nach fünf Jahren nachweisbar.","https://www.kh-freiburg.de/Wirksamkeit_von_Paartherapien#:~:text=Paartherapie%20konnte%20in%20vielen%20Studien,noch%20nach%20f%C3%BCnf%20Jahren%20nachweisbar.",Vergleich der Wirksamkeit von emotionsfokussierter Paartherapie ...
Was macht man in einer Eheberatung?,Für wen ist eine Paartherapie sinnvoll?,"Eine Eheberatung hilft Ihnen zusammen mit einem qualifizierten Paartherapeuten oder Coach wieder ins Gespräch zu kommen um Ihre Kommunikation entscheidend zu verbessern, zuhören zu lernen und zu erkennen, welche Wünsche, Visionen oder auch Fantasien ihr Partner hat. 15 Apr 2020","https://derpaarberater.de/was-kann-ich-von-einer-paarberatung-paartherapie-eheberatung-erwarten/#:~:text=Eine%20Eheberatung%20hilft%20Ihnen%20zusammen,auch%20Fantasien%20ihr%20Partner%20hat.","derpaarberater Was kann ich von einer Paarberatung, Paartherapie ..."
In welcher Phase trennen sich die meisten Paare?,Wie viele Paare trennen sich nach Paartherapie?,"Immer häufiger trennen sich Paare in den ersten drei Beziehungsphasen, weil es ihnen an Verständnis und Akzeptanz fehlt. In dieser Phase hat die Beziehung bereits alle Höhen und Tiefen durchlebt. Es sind viele Dinge passiert, die einen zusammengeschweißt haben.","https://www.forschung-und-wissen.de/magazin/die-5-phasen-der-liebe-in-einer-beziehung-13372118#:~:text=Immer%20h%C3%A4ufiger%20trennen%20sich%20Paare,passiert%2C%20die%20einen%20zusammengeschwei%C3%9Ft%20haben.",Die 5 Phasen der Liebe in einer Beziehung - Forschung und Wissen
Wie oft finden getrennte Paare wieder zusammen?,Wie viele Paare trennen sich nach Paartherapie?,"Denn viele Paare, die ihre Beziehung beenden, finden am Ende doch wieder zueinander. Demnach ergab eine Studie aus dem Jahr 2013, dass mehr als ein Drittel der Paare, die zusammenleben, und ein Fünftel der verheirateten Paare nach einer Trennung wieder zusammengekommen sind. 30 Apr 2022","https://www.businessinsider.de/leben/beziehung/ihr-seid-nach-einer-trennung-wieder-zusammen-dieser-leitfaden-zeigt-euch-wie-ihr-den-erneuten-weg-in-die-beziehung-in-acht-schritten-meistert-b/#:~:text=Denn%20viele%20Paare%2C%20die%20ihre,einer%20Trennung%20wieder%20zusammengekommen%20sind.",Wieder mit dem Ex zusammen: So klappt eine zweite Beziehung
Kann Abstand die Beziehung retten?,Wie viele Paare trennen sich nach Paartherapie?,"Wenn ihr euch in einer Situation komplett verfahren habt, kann auch eine Auszeit helfen, um Abstand zu gewinnen. Manchmal hilft eine räumliche Trennung für ein paar Tage. Bei großen Krisen ist auch eine Beziehungspause ratsam, um wieder mehr Klarheit über die Partnerschaft zu bekommen. 29 Jun 2021","https://www.parship.de/ratgeber/loslassen/beziehung-retten/#:~:text=Wenn%20ihr%20euch%20in%20einer,%C3%BCber%20die%20Partnerschaft%20zu%20bekommen.",Beziehung retten: So kämpfst du erfolgreich um den Partner - Parship
Wie lange dauert eine Paartherapie?,Welche Fragen stellt der Paartherapeut?,"   Dauer und der Ablauf einer Paartherapie/Paarberatung    Viele Paarberatungen benötigen nur 2 bis 5 Termine innerhalb von 3 bis 5 Monaten. Manchmal dauert die Begleitung über 1 Jahr, mit Treffen in größeren Abständen. Meist finden die ersten 2-3 Termine im Wochenrhythmus statt, danach 14-tägig bis monatlich. 7 Jun 2020","https://www.dynamicpaartherapie.de/2020/06/07/wie-lange-dauert-eine-paartherapie/#:~:text=Dauer%20und%20der%20Ablauf%20einer,danach%2014%2Dt%C3%A4gig%20bis%20monatlich.",Wie lange dauert eine Paartherapie?
Wird eine Eheberatung von der Krankenkasse bezahlt?,Welche Fragen stellt der Paartherapeut?,"Eine Paartherapie wird in den meisten Fällen nicht von der Krankenkasse übernommen. Das liegt daran, dass eine solche Beratung nicht als Therapie im Sinne der gesetzlichen oder privaten Krankenversicherung zählt und auch nicht in den Bereich einer Psychotherapie fällt. 7 Jun 2021","https://www.lebensidealisten.de/blog/wird-eine-paarberatung-von-der-krankenkasse-uebernommen-oder-ist-sie-steuerlich-absetzbar/#:~:text=Eine%20Paartherapie%20wird%20in%20den,den%20Bereich%20einer%20Psychotherapie%20f%C3%A4llt.",Paartherapie: Krankenkasse oder steuerliche Absetzung?
Wie erkenne ich einen guten paartherapeuten?,Welche Fragen stellt der Paartherapeut?,"2. Wie du erkennst, ob für eine erfolgreiche Paarberatung gute Bedingungen bestehen die Probleme noch nicht allzu lange vorhanden sind, jeder von euch beiden zur Paartherapie bereit ist, ihr nicht die Lösung allein vom Therapeuten wollt, sondern jeder von euch beiden auch sich selbst hinterfragt und. More items... • 16 Jan 2019",https://www.jameda.de/gesundheit/sexualitaet-partnerschaft/5-antworten-auf-die-frage-ob-eine-paartherapie-erfolgreich-sein-wird/,Erfolgreiche Paartherapie: 5 Tipps vom Therapeuten | jameda
Wie merke ich das keine Liebe mehr da ist?,Wann ist es sinnvoll eine Beziehung zu beenden?,"Ihr schweigt euch eher an als miteinander zu sprechen? Dann ist das ein klares Zeichen, dass das Interesse am anderen nicht mehr vorhanden ist. Das Aus an Kommunikation bedeutet über kurz oder lang auch das Aus der Beziehung. Versucht euch und euren Partner zu beobachten, wenn ihr diskutiert oder streitet. 1 Jun 2022","https://www.prosieben.de/serien/taff/news/signale-dass-eure-beziehung-am-ende-ist-57195#:~:text=Ihr%20schweigt%20euch%20eher%20an,auch%20das%20Aus%20der%20Beziehung.&text=Versucht%20euch%20und%20euren%20Partner,wenn%20ihr%20diskutiert%20oder%20streitet.","Signale, dass eure Beziehung am Ende ist - ProSieben"
Welche Beziehungen sind toxisch?,Wann ist es sinnvoll eine Beziehung zu beenden?,"""Toxische Beziehungen erkennt man daran, dass sie überhaupt nicht gut tun, sondern sogar sehr wehtun und seelisch und auch körperlich krank machen können"", erklärt Susanne Kraft. Ein toxischer Partner reagiere laut der Beziehungsexpertin auffällig häufig mit Kritik, Schuldzuweisungen und Herabwürdigungen. 22 Nov 2021","https://www.swr.de/swr1/rp/toxische-beziehungen-100.html#:~:text=%22Toxische%20Beziehungen%20erkennt%20man%20daran,mit%20Kritik%2C%20Schuldzuweisungen%20und%20Herabw%C3%BCrdigungen.",Schmerzhafte Liebe: Wie erkennt man eine toxische Beziehung? - SWR.de
Was tun wenn man den Partner nicht mehr vertraut?,Wann ist es sinnvoll eine Beziehung zu beenden?,"   Kein Vertrauen mehr zum Partner    Bei mangelndem Vertrauen in einer Beziehung kann vor allem eine offene Kommunikation und viel Zeit helfen. Denn das Vertrauen wächst, indem sich die Sicherheit entwickelt, dass der Partner mit einem gut umgeht. 11 Feb 2022","https://ratgeber.bunte.de/beziehung-ohne-vertrauen-so-handeln-sie-richtig_133259#:~:text=Kein%20Vertrauen%20mehr%20zum%20Partner,Partner%20mit%20einem%20gut%20umgeht.",Beziehung ohne Vertrauen: So handeln Sie richtig - BUNTE Ratgeber
Was wenn der Partner kein sexuelles Interesse mehr zeigt?,Wie kann ich eine kaputte Beziehung retten?,"Gehen Sie zum Beispiel zusammen wandern oder machen Sie ein romantisches Picknick. Auch ein Urlaub sorgt für neue Impulse. Das kann die Leidenschaft im Bett wieder aufflammen lassen. Sollten Sie im Bett etwas Neues ausprobieren wollen, können z.B. auch aufregende Sex Rollenspiele oder Sex-Spielzeuge helfen. 27 Dec 2018","https://www.freundin.de/sex-was-tun-wenn-partner-keinen-sex-mehr-moechte#:~:text=Gehen%20Sie%20zum%20Beispiel%20zusammen,Rollenspiele%20oder%20Sex%2DSpielzeuge%20helfen.","Das sollten Sie tun, wenn Ihr Partner keinen Sex mehr möchte | freundin.de"
Ist eine kaputte Ehe noch zu retten?,Wie kann ich eine kaputte Beziehung retten?,"Um eine Ehe zu retten, die dem Anschein nach ziemlich zerrüttet ist, muss die Bereitschaft beider Partner vorhanden sein, Zeit für „Rettungsmaßnahmen“ aufzubringen.","https://www.ehe.de/ehe-retten-tipps.html#:~:text=Um%20eine%20Ehe%20zu%20retten,Zeit%20f%C3%BCr%20%E2%80%9ERettungsma%C3%9Fnahmen%E2%80%9C%20aufzubringen.",Ehe retten - Tipps - EHE.de
Was sind typische Eheprobleme?,Wann die Ehe aufgeben?,"Neben Eifersucht, unterschiedlichen Einstellungen zu Geldfragen, verschiedenen Auffassungen zu Nähe, Problemen mit Kindern oder mit den Eltern oder Schwiegereltern kann auch die nach Jahren eintretende Routine zu Problemen führen.","https://www.ehe.de/eheprobleme.html#:~:text=Neben%20Eifersucht%2C%20unterschiedlichen%20Einstellungen%20zu,eintretende%20Routine%20zu%20Problemen%20f%C3%BChren.",EHEPROBLEME: Was sind Ursachen? - EHE.de
Wann ist eine Ehe unglücklich?,Wann die Ehe aufgeben?,   Anzeichen einer unglücklichen Ehe    Du spürst eine Distanz zwischen euch. Ihr habt Geheimnisse voreinander. Du vergleichst dich mit anderen Ehepaaren. Du freust dich auf die freie Zeit ohne deiner:n Partner:in. 7 Jan 2022,"https://www.brigitte.de/liebe/beziehung/ungluecklich-in-der-ehe--10-anzeichen-13137790.html#:~:text=Anzeichen%20einer%20ungl%C3%BCcklichen%20Ehe&text=Du%20sp%C3%BCrst%20eine%20Distanz%20zwischen,ohne%20deiner%3An%20Partner%3Ain",Unglücklich in der Ehe: 10 Anzeichen | BRIGITTE.de
Wann lohnt es sich nicht mehr zu kämpfen?,Wann die Ehe aufgeben?,"«Wenn etwas immer wieder hochkommt, dass sich nicht mehr reparieren lässt», meint Kuhn. Oder aber wenn es in einer Beziehung viel Verachtung und Respektlosigkeit gibt, ist das ein Zeichen dafür, dass man eine Trennung in Erwägung ziehen sollte.","https://www.blick.ch/life/liebe/aufgeben-oder-weitermachen-wie-lange-sollte-man-um-eine-beziehung-kaempfen-id15767338.html#:~:text=%C2%ABWenn%20etwas%20immer%20wieder%20hochkommt,Trennung%20in%20Erw%C3%A4gung%20ziehen%20sollte.","Das sind die Anzeichen, dass Sie Beziehung Ihre beenden sollen - Blick"
Warum liebt man plötzlich nicht mehr?,Kann man Liebe wieder aufbauen?,"Liebe schwindet also dann, wenn offenbar wird, wie schwierig es ist, ein Gefühl von Einzigartigkeit zu schaffen. Das Gefühl von Einzigartigkeit, das man braucht, um jemanden weiterhin zu lieben. Aber reife Liebe kommt doch ohne diese Ansprüche aus, da kennt man sich selbst besser und ist gelassener. 2 Sept 2014","https://www.brigitte.de/liebe/beziehung/liebes-aus--warum-hoeren-wir-auf-zu-lieben--10158722.html#:~:text=Liebe%20schwindet%20also%20dann%2C%20wenn,selbst%20besser%20und%20ist%20gelassener.",Liebes-Aus: Warum hören wir auf zu lieben? | BRIGITTE.de
Wie bringe ich wieder Feuer in die Beziehung?,Kann man Liebe wieder aufbauen?,"So entfacht man das Feuer neu    Bewährtes ist sehr wichtig, denn das ist der Bereich, der vertraut ist und in dem man sich geborgen fühlt. Das Neue sorgt aber dafür, dass man neue Einblicke in die Welt des Partners bekommt und ihn auch wieder ein Stück neu entdeckt. So kann man das Feuer neu entfachen. 31 Mar 2021","https://www.ulm-news.de/weblog/ulm-news/view/dt/3/article/80099/Neues_Feuer%3A_So_fuehlen_sich_Paare_wieder_wie_frisch_verliebt.html#:~:text=So%20entfacht%20man%20das%20Feuer%20neu&text=Bew%C3%A4hrtes%20ist%20sehr%20wichtig%2C%20denn,man%20das%20Feuer%20neu%20entfachen.",Neues Feuer: So fühlen sich Paare wieder wie frisch verliebt
Kann die Liebe plötzlich weg sein?,Kann man Liebe wieder aufbauen?,"Am Ende einer Partnerschaft muss es manchmal ganz schnell gehen – denn unsere Gefühle sind schlagartig wie weggeblasen. Zumindest reden wir uns das ein. Und plötzlich ist da einfach nichts mehr. Wer schon einige Beziehungen hinter sich hat, kennt das Gefühl vielleicht. 25 Nov 2016","https://www.zeit.de/zett/liebe-sex/2016-11/woran-es-liegt-wenn-wir-am-beziehungsende-so-ploetzlich-nichts-mehr-fuehlen#:~:text=Am%20Ende%20einer%20Partnerschaft%20muss,reden%20wir%20uns%20das%20ein.&text=Und%20pl%C3%B6tzlich%20ist%20da%20einfach,hat%2C%20kennt%20das%20Gef%C3%BChl%20vielleicht.","Liebe: Woran es liegt, wenn wir am Beziehungsende plötzlich nichts ..."
Wie verhält sich ein Mann vor der Trennung?,Wann ist es richtig sich zu trennen?,"Er hört nicht mehr richtig zu. Bei Streits winkt er ab oder, schlimmer noch, äfft Aussagen nach. Auch alarmierend: Er macht sich vor Anderen über (vermeintliche) Schwächen seiner Partnerin lustig. Er schert sich nicht mehr sonderlich um sein Äußeres. 4 May 2015","https://www.brigitte.de/liebe/beziehung/liebeskrise--10-zeichen-dafuer--dass-die-trennung-kurz-bevorsteht-10195068.html#:~:text=Er%20h%C3%B6rt%20nicht%20mehr%20richtig,mehr%20sonderlich%20um%20sein%20%C3%84u%C3%9Feres.","Liebeskrise: 10 Zeichen dafür, dass die Trennung kurz bevorsteht - Brigitte"
Was sind die häufigsten Trennungsgründe?,Wann ist es richtig sich zu trennen?,"Einer Umfrage von Parship im Juni 2019 zufolge, gaben rund 29 Prozent der befragten Singles an, dass ein Grund für die Trennung war, dass mindestens einer von beiden in der Beziehung unglücklich war. Für rund ein Fünftel der Teilnehmer stellte das Fremdgehen einer der beiden den Trennungsgrund dar.","https://de.statista.com/statistik/daten/studie/1034490/umfrage/umfrage-zu-trennungsgruenden-in-deutschland-nach-geschlecht/#:~:text=Einer%20Umfrage%20von%20Parship%20im,der%20beiden%20den%20Trennungsgrund%20dar.",Gründe für eine Trennung in Deutschland nach Geschlecht 2019
Wann sollte ich mich nicht trennen?,Wann ist es richtig sich zu trennen?,"Wenn er ständig Dinge tut, die dich kränken und verletzen. Wenn du dich mehr freust, Zeit ohne den Partner zu verbringen als mit ihm. Wenn ihr überhaupt nicht mehr zusammen lacht. Wenn ihr jenseits von Alltagskram keine gemeinsamen Gesprächsthemen findet. 10 Jun 2022","https://www.womenshealth.de/love/partnerschaft/trennen-ja-oder-nein/#:~:text=Wenn%20er%20st%C3%A4ndig%20Dinge%20tut,Alltagskram%20keine%20gemeinsamen%20Gespr%C3%A4chsthemen%20findet.",Soll ich mich trennen? Entscheidungshilfe! - Women's Health
Wie viel kostet eine Eheberatung?,Welche Krankenkasse zahlt Paartherapie?,"Bei einem seriösen und zertifizierten Therapeuten liegen die Kosten bei 80 bis 200€ pro Therapiestunde, je nach Dauer und Form der Paartherapie. Beachten Sie, ob die Abrechnung für 60 oder 90 Minuten Beratungszeit gilt. 5 May 2022","https://www.commerzbank.de/ratgeber/familie/was-kostet-eine-paartherapie/#:~:text=Bei%20einem%20seri%C3%B6sen%20und%20zertifizierten,oder%2090%20Minuten%20Beratungszeit%20gilt.",Kosten einer Paartherapie in der Übersicht - Commerzbank
Kann man eine Paartherapie von der Steuer absetzen?,Welche Krankenkasse zahlt Paartherapie?,Sie können die Kosten der Paartherapie/Paarberatung gemäß § 33 EstG unter ""außergewöhnliche Belastungen allgemeiner Art"" steuerlich absetzen.,"https://www.praxisbonn.de/paartherapie/kosten/#:~:text=Sie%20k%C3%B6nnen%20die%20Kosten%20der,Belastungen%20allgemeiner%20Art%22%20steuerlich%20absetzen.",Kosten von Paartherapie und Paarberatung
Kann man Paartherapie von der Steuer absetzen?,Welche Krankenkasse zahlt Paartherapie?,"Paartherapie ist keine „Kassenleistung“ und wird damit von den gesetzlichen Krankenversicherungen nicht übernommen. Die Kosten für eine Paartherapie sind in den meisten Fällen jedoch als Außergewöhnliche Belastungen steuerlich absetzbar. Ein unverbindliches Kennenlern-Gespräch (90 Minuten) kostet 70,- €.","https://www.psychotherapie-in-nuernberg.eu/hinweise-zur-kostenerstattung#:~:text=Paartherapie%20ist%20keine%20%E2%80%9EKassenleistung%E2%80%9C%20und,)%20kostet%2070%2C%2D%20%E2%82%AC.","Hinweise zur Kostenerstattung bei Psychotherapie, Paartherapie"
